across_flats,availability,category,condition,description,diameter,finish,grade,heat_treatment,height,leg1,leg2,length,material,minimum_order,outer_diameter,part_number,side,specifications,supplier,temper,thickness,unit_price,units,wall_thickness,weight_per_unit,width
,735,Foil,Solution Annealed,"Nickel Alloy Hastelloy C276 Foil, 47.0"" wide x 0.0085"" thick x 4520.0 feet",,,Hastelloy C276,,,,,4520.0,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-FL-865,,,TitaniumPro Inc,,0.0085,1911089.91,feet,,6570.87,47.0
,991,Tube Square,,"Aluminum 2024 Tube Square, 3.172"" x 3.172"" x 0.193"" wall",,Mill,2024,,3.172,,,239.9,Aluminum 2024,1,,AL-2024-TS-3172x3172x0193,,,SteelCorp Supply,T4,,196.87,inches,0.193,53.78,3.172
,930,Bar Square,,"Carbon Steel 8620 Square Bar, 1.31"" x 233.8"" length",,Hot Rolled,8620,,,,,233.8,Carbon Steel 8620,50,,CS-8620-BS-1310x234,1.31,,MetalSource Pro,,,258.34,inches,,113.7,
,879,Plate,,"Copper 195 Plate, 84.39"" x 109.3"" x 11.774"" thick",,,195,,,,,84.39,Copper 195,100,,CU-195-PL-84x109x11774,,,AlloySupply Corp,Soft,11.774,339746.64,inches,,35127.75,109.3
,192,Bar Square,,"Alloy Steel 9310 Square Bar, 5.957"" x 163.5"" length",,,9310,Normalized,,,,163.5,Alloy Steel 9310,25,,AS-9310-BS-5957x164,5.957,,TitaniumPro Inc,,,5213.7,inches,,1644.18,
,33,Plate,,"Alloy Steel 4340 Plate, 190.04"" x 60.6"" x 10.767"" thick",,,4340,Tempered,,,,190.04,Alloy Steel 4340,100,,AS-4340-PL-190x61x10767,,,AluminumDirect,,10.767,59474.57,inches,,35138.99,60.6
,711,Bar Square,,"Alloy Steel 9310 Square Bar, 4.534"" x 15.3"" length",,,9310,Stress Relieved,,,,15.3,Alloy Steel 9310,10,,AS-9310-BS-4534x15,4.534,,SteelWorks Express,,,229.96,inches,,89.13,
,328,Sheet,Solution Annealed,"Nickel Alloy Inconel 600 Sheet, 102.31"" x 39.47"" x 1.543"" thick",,,Inconel 600,,,,,102.31,Nickel Alloy Inconel 600,10,,NI-Inconel 600-SH-102x39x1543,,,PremiumSteel Inc,,1.543,123621.29,inches,,1889.46,39.47
,860,Plate,,"Copper 101 Plate, 202.62"" x 28.01"" x 11.736"" thick",,,101,,,,,202.62,Copper 101,25,,CU-101-PL-203x28x11736,,,MetalDepot Supply,Half Hard,11.736,253613.06,inches,,21544.22,28.01
,296,Tube Round,,"Brass C230 Round Tube, 5.854"" OD x 0.183"" wall x 188.3"" length",,,C230,,,,,188.3,Brass C230,1,5.854,BR-C230-TR-OD5854x0183x188,,,AlloySupply Corp,H04,,2114.64,inches,0.183,188.38,
,482,Tube Round,,"Stainless Steel 347 Round Tube, 6.779"" OD x 0.653"" wall x 219.2"" length",,Mill,347,,,,,219.2,Stainless Steel 347,1,6.779,SS-347-TR-OD6779x0653x219,,,SpecialtyAlloys Ltd,,,4773.87,inches,0.653,795.57,
,769,Tube Square,Solution Annealed,"Nickel Alloy Inconel 718 Tube Square, 5.576"" x 5.576"" x 0.481"" wall",,,Inconel 718,,5.576,,,198.8,Nickel Alloy Inconel 718,1,,NI-Inconel 718-TS-5576x5576x0481,,,SteelSolutions Pro,,,90201.09,inches,0.481,590.95,5.576
,706,Plate,Solution Annealed,"Nickel Alloy Inconel 625 Plate, 111.89"" x 79.67"" x 9.58"" thick",,,Inconel 625,,,,,111.89,Nickel Alloy Inconel 625,5,,NI-Inconel 625-PL-112x80x9580,,,MetalDistributors LLC,,9.58,2038248.06,inches,,25896.32,79.67
,512,Foil,Annealed,"Tool Steel A2 Foil, 47.8"" wide x 0.0073"" thick x 691.0 feet",,,A2,,,,,691.0,Tool Steel A2,10,,TS-A2-FL-963,,,TitaniumPro Inc,,0.0073,66633.78,feet,,814.73,47.8
,65,Bar Rectangular,,"Brass C230 Rectangular Bar, 5.102"" x 2.37"" x 194.8"" length",,,C230,,2.37,,,194.8,Brass C230,1,,BR-C230-BX-5102x2370x195,,,SteelMasters Ltd,H02,,7680.84,inches,,722.78,5.102
,521,Foil,,"Brass C464 Foil, 41.9"" wide x 0.004"" thick x 9777.0 feet",,,C464,,,,,9777.0,Brass C464,1,,BR-C464-FL-568,,,TitaniumPro Inc,O50,0.004,189644.57,feet,,6033.75,41.9
,773,Tube Rectangular,,"Aluminum 6063 Tube Rectangular, 6.269"" x 5.172"" x 0.471"" wall",,Mill,6063,,5.172,,,46.5,Aluminum 6063,25,,AL-6063-TX-6269x5172x0471,,,AlloyMasters Corp,T3,,170.62,inches,0.471,44.83,6.269
,141,Bar Square,,"Stainless Steel 321 Square Bar, 5.219"" x 116.2"" length",,No. 4,321,,,,,116.2,Stainless Steel 321,1,,SS-321-BS-5219x116,5.219,,AlloyExperts Inc,,,5309.33,inches,,914.07,
,148,Tube Rectangular,,"Alloy Steel 4140 Tube Rectangular, 1.267"" x 5.529"" x 0.182"" wall",,,4140,Quenched,5.529,,,110.3,Alloy Steel 4140,1,,AS-4140-TX-1267x5529x0182,,,MetalSupply Direct,,,221.52,inches,0.182,73.18,1.267
,831,Wire,,"Alloy Steel 8620 Wire, 0.361"" diameter x 613.0 feet",0.361,,8620,Normalized,,,,613.0,Alloy Steel 8620,100,,AS-8620-WR-691,,,SteelCorp Supply,,,693.97,feet,,213.36,
,400,Tube Rectangular,Solution Treated,"Titanium Grade 1 Tube Rectangular, 4.477"" x 5.878"" x 0.065"" wall",,,Grade 1,,5.878,,,112.5,Titanium Grade 1,100,,TI-Grade 1-TX-4477x5878x0065,,,SteelCorp Supply,,,1527.37,inches,0.065,24.29,4.477
,647,Beam I,,Brass C360 Beam I,,,C360,,,,,,Brass C360,25,,BR-C360-BM-767,,,MetalCrafters Inc,H02,,27.98,inches,,3.07,
,373,Foil,,"Carbon Steel 1008 Foil, 20.3"" wide x 0.002"" thick x 1484.0 feet",,Cold Rolled,1008,,,,,1484.0,Carbon Steel 1008,10,,CS-1008-FL-699,,,SteelTech Solutions,,0.002,1233.91,feet,,204.89,20.3
,562,Tube Square,,"Brass C260 Tube Square, 4.417"" x 4.417"" x 0.288"" wall",,,C260,,4.417,,,237.7,Brass C260,1,,BR-C260-TS-4417x4417x0288,,,AlumTech Solutions,O60,,3480.49,inches,0.288,346.94,4.417
,845,Bar Rectangular,As Cast,"Bronze C220 Rectangular Bar, 4.989"" x 2.577"" x 121.8"" length",,,C220,,2.577,,,121.8,Bronze C220,1,,BZ-C220-BX-4989x2577x122,,,SteelSolutions Pro,,,4813.58,inches,,497.47,4.989
,831,Beam I,,Copper 145 Beam I,,,145,,,,,,Copper 145,1,,CU-145-BM-385,,,PremiumSteel Inc,Hard,,53.24,inches,,3.23,
,336,Bar Square,,"Carbon Steel 4130 Square Bar, 7.055"" x 71.9"" length",,Galvanized,4130,,,,,71.9,Carbon Steel 4130,10,,CS-4130-BS-7055x72,7.055,,MetalCrafters Inc,,,1792.62,inches,,1014.14,
,657,Beam I,,Brass C230 Beam I,,,C230,,,,,,Brass C230,10,,BR-C230-BM-342,,,BrassWorks LLC,H02,,25.68,inches,,3.07,
,310,Tube Rectangular,,"Carbon Steel 4130 Tube Rectangular, 3.354"" x 4.837"" x 0.277"" wall",,Pickled,4130,,4.837,,,234.3,Carbon Steel 4130,10,,CS-4130-TX-3354x4837x0277,,,AlloyExperts Inc,,,594.42,inches,0.277,280.92,3.354
,282,Beam I,Heat Treated,Bronze C220 Beam I,,,C220,,,,,,Bronze C220,10,,BZ-C220-BM-974,,,MetalDistributors LLC,,,33.85,inches,,3.18,
2.3,147,Bar Hex,,"Alloy Steel 4340 Hexagonal Bar, 2.3"" across flats x 89.9"" length",,,4340,Normalized,,,,89.9,Alloy Steel 4340,100,,AS-4340-BH-HEX2300x90,,,MetalDepot Supply,,,926.76,inches,,350.13,
,844,Plate,,"Carbon Steel 1045 Plate, 92.45"" x 100.69"" x 8.663"" thick",,Cold Rolled,1045,,,,,92.45,Carbon Steel 1045,50,,CS-1045-PL-92x101x8663,,,MetalCrafters Inc,,8.663,41155.25,inches,,22852.75,100.69
,785,Tube Round,,"Aluminum 7050 Round Tube, 1.018"" OD x 0.629"" wall x 45.7"" length",,Painted,7050,,,,,45.7,Aluminum 7050,10,1.018,AL-7050-TR-OD1018x0629x46,,,SteelMasters Ltd,H18,,11.95,inches,0.629,3.42,
,310,Channel,,Copper 194 Channel,,,194,,,,,,Copper 194,1,,CU-194-CH-301,,,SpecialtyAlloys Ltd,Spring,,56.78,inches,,3.23,
,427,Sheet,Solution Treated,"Titanium Grade 2 Sheet, 53.22"" x 74.15"" x 1.897"" thick",,,Grade 2,,,,,53.22,Titanium Grade 2,1,,TI-Grade 2-SH-53x74x1897,,,MetalWarehouse Co,,1.897,49950.03,inches,,1216.11,74.15
,182,Bar Square,,"Copper 101 Square Bar, 5.952"" x 131.7"" length",,,101,,,,,131.7,Copper 101,1,,CU-101-BS-5952x132,5.952,,MetalCrafters Inc,Spring,,18530.84,inches,,1509.13,
,386,Bar Rectangular,Tempered,"Tool Steel A2 Rectangular Bar, 7.586"" x 0.815"" x 38.1"" length",,,A2,,0.815,,,38.1,Tool Steel A2,100,,TS-A2-BX-7586x0815x38,,,MetalDistributors LLC,,,1642.6,inches,,66.33,7.586
,773,Bar Round,Annealed,"Titanium Grade 1 Round Bar, 5.431"" diameter x 26.6"" length",5.431,,Grade 1,,,,,26.6,Titanium Grade 1,100,,TI-Grade 1-BR-D5431x27,,,MetalCrafters Inc,,,3949.74,inches,,100.1,
,517,Wire,Tempered,"Tool Steel H13 Wire, 0.2076"" diameter x 628.0 feet",0.2076,,H13,,,,,628.0,Tool Steel H13,25,,TS-H13-WR-468,,,AlloyMasters Corp,,,3273.27,feet,,71.83,
,961,Bar Rectangular,,"Carbon Steel 1018 Rectangular Bar, 6.783"" x 3.672"" x 112.5"" length",,Galvanized,1018,,3.672,,,112.5,Carbon Steel 1018,25,,CS-1018-BX-6783x3672x112,,,PremiumSteel Inc,,,1428.39,inches,,794.06,6.783
,577,Channel,Tempered,Tool Steel H13 Channel,,,H13,,,,,,Tool Steel H13,1,,TS-H13-CH-850,,,MetalMart Industries,,,116.5,inches,,2.82,
,580,Bar Round,,"Alloy Steel A36 Round Bar, 2.163"" diameter x 78.2"" length",2.163,,A36,Tempered,,,,78.2,Alloy Steel A36,1,,AS-A36-BR-D2163x78,,,AluminumDirect,,,175.06,inches,,81.43,
,891,Bar Square,Annealed,"Titanium Grade 12 Square Bar, 1.019"" x 182.7"" length",,,Grade 12,,,,,182.7,Titanium Grade 12,50,,TI-Grade 12-BS-1019x183,1.019,,MetalCraft Supply,,,1429.98,inches,,30.82,
,617,Angle,,"Carbon Steel 1020 Angle, 0.605"" x 2.498"" x 0.897"" thick",,Zinc Plated,1020,,,0.605,2.498,141.3,Carbon Steel 1020,1,,CS-1020-AN-428,,,SteelTech Solutions,,0.897,189.16,inches,,79.23,
,246,Sheet,,"Stainless Steel 321 Sheet, 132.09"" x 29.75"" x 1.194"" thick",,BA,321,,,,,132.09,Stainless Steel 321,100,,SS-321-SH-132x30x1194,,,CopperSource Ltd,,1.194,6538.89,inches,,1355.06,29.75
,858,Tube Rectangular,,"Brass C230 Tube Rectangular, 5.457"" x 3.625"" x 0.075"" wall",,,C230,,3.625,,,152.8,Brass C230,100,,BR-C230-TX-5457x3625x0075,,,SteelWorks Express,O50,,814.42,inches,0.075,62.82,5.457
,809,Wire,Aged,"Titanium Grade 12 Wire, 0.2223"" diameter x 6636.0 feet",0.2223,,Grade 12,,,,,6636.0,Titanium Grade 12,10,,TI-Grade 12-WR-332,,,AluminumDirect,,,43652.71,feet,,502.08,
,789,Bar Square,,"Stainless Steel 304 Square Bar, 5.551"" x 43.0"" length",,Mill,304,,,,,43.0,Stainless Steel 304,5,,SS-304-BS-5551x43,5.551,,SteelMasters Ltd,,,2489.95,inches,,382.66,
4.238,915,Bar Hex,,"Copper 101 Hexagonal Bar, 4.238"" across flats x 113.8"" length",,,101,,,,,113.8,Copper 101,5,,CU-101-BH-HEX4238x114,,,MetalDistributors LLC,Half Hard,,24256.63,inches,,1717.59,
,593,Sheet,As Cast,"Bronze C630 Sheet, 111.41"" x 72.63"" x 1.576"" thick",,,C630,,,,,111.41,Bronze C630,5,,BZ-C630-SH-111x73x1576,,,MetalTech Industries,,1.576,32145.36,inches,,4051.22,72.63
,205,Angle,Tempered,"Tool Steel M2 Angle, 7.664"" x 4.29"" x 0.143"" thick",,,M2,,,7.664,4.29,78.8,Tool Steel M2,100,,TS-M2-AN-307,,,PremiumSteel Inc,,0.143,1326.21,inches,,37.48,
,629,Wire,Work Hardened,"Bronze C220 Wire, 0.3676"" diameter x 3854.0 feet",0.3676,,C220,,,,,3854.0,Bronze C220,25,,BZ-C220-WR-214,,,SteelTech Solutions,,,27279.35,feet,,1559.28,
,114,Plate,,"Alloy Steel 8620 Plate, 147.37"" x 88.57"" x 4.966"" thick",,,8620,Quenched,,,,147.37,Alloy Steel 8620,1,,AS-8620-PL-147x89x4966,,,AlloySupply Corp,,4.966,45556.44,inches,,18368.74,88.57
,845,Plate,,"Carbon Steel 1018 Plate, 92.44"" x 95.34"" x 10.86"" thick",,Pickled,1018,,,,,92.44,Carbon Steel 1018,100,,CS-1018-PL-92x95x10860,,,MetalCrafters Inc,,10.86,35481.07,inches,,27123.25,95.34
,401,Bar Round,,"Brass C230 Round Bar, 11.148"" diameter x 94.5"" length",11.148,,C230,,,,,94.5,Brass C230,1,,BR-C230-BR-D11148x94,,,MetalDistributors LLC,O50,,27914.13,inches,,2830.36,
,315,Bar Square,,"Brass C230 Square Bar, 2.773"" x 214.1"" length",,,C230,,,,,214.1,Brass C230,5,,BR-C230-BS-2773x214,2.773,,MetalMart Industries,O60,,3980.41,inches,,505.18,
1.527,279,Bar Hex,Annealed,"Tool Steel W1 Hexagonal Bar, 1.527"" across flats x 108.9"" length",,,W1,,,,,108.9,Tool Steel W1,50,,TS-W1-BH-HEX1527x109,,,SteelWorks Express,,,6506.65,inches,,185.76,
,97,Bar Square,,"Stainless Steel 321 Square Bar, 1.336"" x 217.6"" length",,No. 8,321,,,,,217.6,Stainless Steel 321,5,,SS-321-BS-1336x218,1.336,,AlloyMasters Corp,,,577.61,inches,,112.17,
,375,Sheet,Aged,"Nickel Alloy Hastelloy C276 Sheet, 124.72"" x 28.93"" x 0.991"" thick",,,Hastelloy C276,,,,,124.72,Nickel Alloy Hastelloy C276,100,,NI-Hastelloy C276-SH-125x29x0991,,,PrecisionMetal Co,,0.991,61355.18,inches,,1084.29,28.93
,99,Channel,,Stainless Steel 420 Channel,,No. 4,420,,,,,,Stainless Steel 420,1,,SS-420-CH-700,,,MetalWarehouse Co,,,14.71,inches,,2.89,
,368,Sheet,As Cast,"Bronze C932 Sheet, 99.31"" x 57.44"" x 1.168"" thick",,,C932,,,,,99.31,Bronze C932,25,,BZ-C932-SH-99x57x1168,,,AlloyMasters Corp,,1.168,13127.76,inches,,2116.61,57.44
,662,Bar Square,,"Brass C230 Square Bar, 3.549"" x 172.6"" length",,,C230,,,,,172.6,Brass C230,50,,BR-C230-BS-3549x173,3.549,,AlloyExperts Inc,O60,,7505.04,inches,,667.08,
,508,Beam I,Cold Worked,Nickel Alloy Monel 400 Beam I,,,Monel 400,,,,,,Nickel Alloy Monel 400,1,,NI-Monel 400-BM-483,,,AluminumDirect,,,322.17,inches,,3.03,
,333,Tube Rectangular,Cold Worked,"Nickel Alloy Inconel 718 Tube Rectangular, 5.665"" x 5.627"" x 0.242"" wall",,,Inconel 718,,5.627,,,164.1,Nickel Alloy Inconel 718,50,,NI-Inconel 718-TX-5665x5627x0242,,,MetalCrafters Inc,,,32684.24,inches,0.242,260.31,5.665
,760,Sheet,Solution Annealed,"Nickel Alloy Inconel 718 Sheet, 89.68"" x 44.46"" x 1.46"" thick",,,Inconel 718,,,,,89.68,Nickel Alloy Inconel 718,100,,NI-Inconel 718-SH-90x44x1460,,,BrassWorks LLC,,1.46,126281.57,inches,,1765.24,44.46
,840,Channel,,Aluminum 6061 Channel,,Clad,6061,,,,,,Aluminum 6061,1,,AL-6061-CH-442,,,PremiumSteel Inc,T651,,2.96,inches,,0.97,
,476,Wire,Annealed,"Titanium Grade 12 Wire, 0.3507"" diameter x 7944.0 feet",0.3507,,Grade 12,,,,,7944.0,Titanium Grade 12,25,,TI-Grade 12-WR-319,,,AlloyExperts Inc,,,114321.57,feet,,1495.9,
,346,Angle,Tempered,"Tool Steel H13 Angle, 4.856"" x 3.01"" x 0.746"" thick",,,H13,,,4.856,3.01,138.0,Tool Steel H13,1,,TS-H13-AN-208,,,AlloySupply Corp,,0.746,7032.83,inches,,206.4,
,648,Bar Rectangular,,"Carbon Steel 1045 Rectangular Bar, 0.367"" x 2.612"" x 109.5"" length",,Zinc Plated,1045,,2.612,,,109.5,Carbon Steel 1045,100,,CS-1045-BX-0367x2612x110,,,PrecisionMetal Co,,,56.42,inches,,29.75,0.367
5.937,32,Bar Hex,,"Copper 145 Hexagonal Bar, 5.937"" across flats x 75.1"" length",,,145,,,,,75.1,Copper 145,50,,CU-145-BH-HEX5937x75,,,AlloyExperts Inc,Spring,,31988.78,inches,,2224.48,
5.62,105,Bar Hex,,"Copper 145 Hexagonal Bar, 5.62"" across flats x 29.5"" length",,,145,,,,,29.5,Copper 145,50,,CU-145-BH-HEX5620x30,,,AlloyMasters Corp,Soft,,16285.49,inches,,782.98,
,159,Tube Square,Solution Annealed,"Nickel Alloy Hastelloy C276 Tube Square, 3.172"" x 3.172"" x 0.055"" wall",,,Hastelloy C276,,3.172,,,132.3,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-TS-3172x3172x0055,,,TitaniumPro Inc,,,2793.9,inches,0.055,27.51,3.172
,410,Sheet,Solution Treated,"Titanium Grade 9 Sheet, 56.14"" x 64.44"" x 0.575"" thick",,,Grade 9,,,,,56.14,Titanium Grade 9,50,,TI-Grade 9-SH-56x64x0575,,,SpecialtyAlloys Ltd,,0.575,15318.37,inches,,337.92,64.44
4.856,896,Bar Hex,,"Copper 194 Hexagonal Bar, 4.856"" across flats x 135.3"" length",,,194,,,,,135.3,Copper 194,5,,CU-194-BH-HEX4856x135,,,MetalCrafters Inc,Soft,,47035.14,inches,,2681.08,
,218,Bar Round,Aged,"Titanium Grade 2 Round Bar, 0.155"" diameter x 15.5"" length",0.155,,Grade 2,,,,,15.5,Titanium Grade 2,5,,TI-Grade 2-BR-D0155x16,,,AlloyMasters Corp,,,2.9,inches,,0.05,
,273,Tube Rectangular,Work Hardened,"Bronze C630 Tube Rectangular, 2.792"" x 4.565"" x 0.15"" wall",,,C630,,4.565,,,216.9,Bronze C630,100,,BZ-C630-TX-2792x4565x0150,,,PremiumSteel Inc,,,2397.59,inches,0.15,145.88,2.792
,558,Bar Round,Heat Treated,"Bronze C510 Round Bar, 3.897"" diameter x 93.3"" length",3.897,,C510,,,,,93.3,Bronze C510,100,,BZ-C510-BR-D3897x93,,,AlloyExperts Inc,,,4041.17,inches,,353.53,
,465,Foil,Heat Treated,"Bronze C954 Foil, 30.6"" wide x 0.0045"" thick x 2497.0 feet",,,C954,,,,,2497.0,Bronze C954,1,,BZ-C954-FL-224,,,SteelMasters Ltd,,0.0045,41834.09,feet,,1310.76,30.6
,794,Angle,,"Copper 145 Angle, 3.529"" x 1.231"" x 0.868"" thick",,,145,,,3.529,1.231,76.2,Copper 145,1,,CU-145-AN-905,,,CopperSource Ltd,Soft,0.868,1517.9,inches,,83.27,
,422,Foil,,"Carbon Steel 8620 Foil, 12.8"" wide x 0.006"" thick x 7683.0 feet",,Galvanized,8620,,,,,7683.0,Carbon Steel 8620,10,,CS-8620-FL-849,,,SteelCorp Supply,,0.006,13438.54,feet,,2006.55,12.8
,762,Bar Rectangular,Aged,"Nickel Alloy Hastelloy C276 Rectangular Bar, 6.768"" x 0.774"" x 223.4"" length",,,Hastelloy C276,,0.774,,,223.4,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-BX-6768x0774x223,,,AlloyMasters Corp,,,36852.46,inches,,354.87,6.768
,143,Plate,,"Stainless Steel 420 Plate, 206.28"" x 110.02"" x 3.719"" thick",,No. 8,420,,,,,206.28,Stainless Steel 420,100,,SS-420-PL-206x110x3719,,,AluminumDirect,,3.719,91195.09,inches,,24375.42,110.02
,242,Channel,,Stainless Steel 430 Channel,,2B,430,,,,,,Stainless Steel 430,10,,SS-430-CH-475,,,AlloyMasters Corp,,,16.78,inches,,2.89,
,581,Tube Rectangular,Heat Treated,"Bronze C510 Tube Rectangular, 1.991"" x 3.218"" x 0.386"" wall",,,C510,,3.218,,,47.3,Bronze C510,5,,BZ-C510-TX-1991x3218x0386,,,SpecialtyAlloys Ltd,,,660.7,inches,0.386,51.47,1.991
,248,Plate,Hardened,"Tool Steel D2 Plate, 168.69"" x 115.88"" x 7.287"" thick",,,D2,,,,,168.69,Tool Steel D2,1,,TS-D2-PL-169x116x7287,,,SteelConnection,,7.287,763783.56,inches,,40109.61,115.88
,788,Tube Round,,"Alloy Steel 9310 Round Tube, 10.434"" OD x 0.725"" wall x 173.9"" length",,,9310,Tempered,,,,173.9,Alloy Steel 9310,50,10.434,AS-9310-TR-OD10434x0725x174,,,IndustrialMetals Inc,,,4437.2,inches,0.725,1089.78,
,407,Wire,,"Brass C464 Wire, 0.1032"" diameter x 6351.0 feet",0.1032,,C464,,,,,6351.0,Brass C464,25,,BR-C464-WR-372,,,SpecialtyAlloys Ltd,H04,,2395.91,feet,,195.61,
,488,Bar Round,Annealed,"Titanium Grade 1 Round Bar, 11.974"" diameter x 165.8"" length",11.974,,Grade 1,,,,,165.8,Titanium Grade 1,1,,TI-Grade 1-BR-D11974x166,,,MetalSource Pro,,,169410.87,inches,,3033.0,
,519,Tube Round,Tempered,"Tool Steel M2 Round Tube, 1.213"" OD x 0.676"" wall x 97.2"" length",,,M2,,,,,97.2,Tool Steel M2,5,1.213,TS-M2-TR-OD1213x0676x97,,,PrecisionMetal Co,,,1314.92,inches,0.676,31.21,
,51,Angle,Hardened,"Tool Steel S7 Angle, 3.627"" x 3.36"" x 0.164"" thick",,,S7,,,3.627,3.36,15.3,Tool Steel S7,1,,TS-S7-AN-273,,,SteelConnection,,0.164,135.68,inches,,4.82,
,460,Foil,Hardened,"Tool Steel W1 Foil, 28.1"" wide x 0.0049"" thick x 1703.0 feet",,,W1,,,,,1703.0,Tool Steel W1,25,,TS-W1-FL-751,,,AlloyMasters Corp,,0.0049,66920.06,feet,,792.32,28.1
,969,Tube Rectangular,,"Stainless Steel 316L Tube Rectangular, 3.534"" x 4.672"" x 0.097"" wall",,Mill,316L,,4.672,,,26.5,Stainless Steel 316L,25,,SS-316L-TX-3534x4672x0097,,,MetalCraft Supply,,,95.42,inches,0.097,11.9,3.534
,638,Bar Rectangular,,"Copper 145 Rectangular Bar, 3.567"" x 2.19"" x 22.8"" length",,,145,,2.19,,,22.8,Copper 145,25,,CU-145-BX-3567x2190x23,,,PremiumSteel Inc,Hard,,779.26,inches,,57.61,3.567
,184,Foil,,"Copper 194 Foil, 45.3"" wide x 0.0086"" thick x 8824.0 feet",,,194,,,,,8824.0,Copper 194,25,,CU-194-FL-166,,,MetalCraft Supply,Hard,0.0086,563812.58,feet,,13343.16,45.3
,168,Tube Round,,"Aluminum 6063 Round Tube, 3.458"" OD x 0.427"" wall x 137.2"" length",,Anodized,6063,,,,,137.2,Aluminum 6063,100,3.458,AL-6063-TR-OD3458x0427x137,,,AlloyExperts Inc,H14,,182.32,inches,0.427,54.37,
,266,Wire,,"Aluminum 1100 Wire, 0.4438"" diameter x 5847.0 feet",0.4438,Clad,1100,,,,,5847.0,Aluminum 1100,10,,AL-1100-WR-662,,,AlloyMasters Corp,H32,,4498.66,feet,,1057.91,
,861,Bar Round,Solution Annealed,"Nickel Alloy Inconel 625 Round Bar, 9.738"" diameter x 22.8"" length",9.738,,Inconel 625,,,,,22.8,Nickel Alloy Inconel 625,50,,NI-Inconel 625-BR-D9738x23,,,SteelWorks Express,,,53498.75,inches,,514.93,
,316,Plate,,"Alloy Steel A36 Plate, 129.03"" x 48.78"" x 0.72"" thick",,,A36,Annealed,,,,129.03,Alloy Steel A36,10,,AS-A36-PL-129x49x0720,,,SteelTech Solutions,,0.72,2508.8,inches,,1284.23,48.78
,77,Tube Square,Heat Treated,"Bronze C220 Tube Square, 6.646"" x 6.646"" x 0.32"" wall",,,C220,,6.646,,,138.7,Bronze C220,100,,BZ-C220-TS-6646x6646x0320,,,MetalMart Industries,,,4997.77,inches,0.32,356.78,6.646
,222,Wire,,"Alloy Steel 4140 Wire, 0.1292"" diameter x 1937.0 feet",0.1292,,4140,Annealed,,,,1937.0,Alloy Steel 4140,25,,AS-4140-WR-713,,,SteelSolutions Pro,,,316.81,feet,,86.36,
,579,Tube Rectangular,Annealed,"Titanium Grade 5 Tube Rectangular, 2.29"" x 1.08"" x 0.446"" wall",,,Grade 5,,1.08,,,139.8,Titanium Grade 5,1,,TI-Grade 5-TX-2290x1080x0446,,,MetalSupply Direct,,,3330.43,inches,0.446,50.2,2.29
,800,Bar Round,,"Copper 101 Round Bar, 0.88"" diameter x 20.0"" length",0.88,,101,,,,,20.0,Copper 101,5,,CU-101-BR-D0880x20,,,SteelConnection,Half Hard,,45.28,inches,,3.93,
,503,Foil,,"Copper 145 Foil, 46.3"" wide x 0.0068"" thick x 8872.0 feet",,,145,,,,,8872.0,Copper 145,1,,CU-145-FL-225,,,MetalDepot Supply,Spring,0.0068,532035.37,feet,,10841.96,46.3
,919,Tube Square,,"Carbon Steel 1045 Tube Square, 3.608"" x 3.608"" x 0.328"" wall",,Hot Rolled,1045,,3.608,,,14.1,Carbon Steel 1045,50,,CS-1045-TS-3608x3608x0328,,,TitaniumPro Inc,,,46.25,inches,0.328,17.2,3.608
,128,Channel,,Alloy Steel A36 Channel,,,A36,Annealed,,,,,Alloy Steel A36,1,,AS-A36-CH-578,,,MetalMart Industries,,,7.78,inches,,2.83,
,619,Tube Square,,"Copper 101 Tube Square, 1.722"" x 1.722"" x 0.152"" wall",,,101,,1.722,,,35.2,Copper 101,1,,CU-101-TS-1722x1722x0152,,,PrecisionMetal Co,Soft,,270.65,inches,0.152,10.87,1.722
,16,Plate,,"Aluminum 7050 Plate, 33.09"" x 47.55"" x 9.131"" thick",,Painted,7050,,,,,33.09,Aluminum 7050,50,,AL-7050-PL-33x48x9131,,,MetalWarehouse Co,T4,9.131,3163.26,inches,,1400.35,47.55
,410,Foil,,"Carbon Steel 1045 Foil, 9.7"" wide x 0.009"" thick x 6942.0 feet",,Pickled,1045,,,,,6942.0,Carbon Steel 1045,1,,CS-1045-FL-244,,,MetalSource Pro,,0.009,10439.4,feet,,2060.9,9.7
,485,Wire,,"Stainless Steel 430 Wire, 0.3173"" diameter x 4271.0 feet",0.3173,No. 8,430,,,,,4271.0,Stainless Steel 430,50,,SS-430-WR-258,,,MetalSupply Direct,,,10396.46,feet,,1170.41,
,483,Channel,,Alloy Steel A572 Channel,,,A572,Normalized,,,,,Alloy Steel A572,1,,AS-A572-CH-532,,,SteelSolutions Pro,,,7.62,inches,,2.83,
,410,Wire,Solution Treated,"Titanium Grade 5 Wire, 0.2727"" diameter x 968.0 feet",0.2727,,Grade 5,,,,,968.0,Titanium Grade 5,25,,TI-Grade 5-WR-214,,,SteelSolutions Pro,,,8328.28,feet,,110.21,
,415,Sheet,,"Aluminum 7075 Sheet, 51.56"" x 63.73"" x 0.089"" thick",,Powder Coated,7075,,,,,51.56,Aluminum 7075,1,,AL-7075-SH-52x64x0089,,,BrassWorks LLC,T4,0.089,60.21,inches,,28.5,63.73
